"","date","cell","maximals.AMPA","maximals.NMDA","SFs.AMPA","SFs.NMDA","PPR","tau"
"1","2016.10.26",1,-1192.73003895039,1381.79694429982,-309.574167524065,482.708708651796,0.364304609156587,0.21052253667347
